Location Number,Store Format,Region Number,District Number,Location City,Location State Code,Zip Code,Zip Plus Four,National Number,National Description,Location Name,Vice President Region Name,Region Manager Name,Close  Date,Planned Close Date,Open Date,District Manager Name,Format Type,Store Format Description,Dma Name,Latitude,Longitude,Original Facility Number,Location Status,Row Create Timestamp,Row Create User Identifier,Row Modify Timestamp,Row Modify User Identifier,,,
34511,MSC,74403,73403,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SERITAGE GGP JV,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Chicago, IL,0,0,?,CLOSED,5/30/2015 07:35:18,MOKSHA_PROD_BCH,4/14/2016 12:43:15,MAPMPS_PROD_BCH,,
33045,HDQ,74407,73407,HOFFMAN ESTATES,IL,60192,3333,70002,SEARS FORMAT,ORCHARD DEPOSITORY COCEN,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,1/29/2006,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
37977,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SEARS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,4/7/2007,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8207,SVC,79846,78046,VICTORIA,TX,77904,?,70002,SEARS FORMAT,VICTORIA - BRANCH,OTC DIVISI/OTC DIVIS,OTC REGION,1/1/1900,1/1/1900,2/8/1986,WEST PRC DIST,660,SERVICE CENTRALS,Victoria, TX,0,0,8207,OPEN,5/15/2014 08:56:37,PNADIGE,7/30/2016 11:46:00,MAPMPS_PROD_BCH,,
9959,APO,74407,73407,HOFFMAN EST,IL,60179,3333,70002,SEARS FORMAT,HEADQUARTERS-NAI A/O,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,6/1/1987,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,9959,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54255,APO,70502,70503,DALLAS,TX,75206,?,70002,SEARS FORMAT,RETURN ITEMS ACCOUNT,SEARS     /CORP DIVI,CORP REGION-SEARS,9/30/2011,9/30/2011,3/1/2006,CORP DISTRICT-SEARS,450,ACCOUNTING UNITS,Dallas-Ft. Worth, TX,0,0,?,CLOSED,11/8/2014 06:46:59,MOKSHA_PROD_BCH,?,?,,
1006,FLS,79233,78183,OCALA,FL,34474,8449,70002,SEARS FORMAT,OCALA - A,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,8/6/1991,ORLANDO 183,1,FULL LINE STORES,Orlando et al, FL,29.1577,-82.1726,1006,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
5923,HDW,79334,78334,MORRISVILLE,PA,19067,7601,70002,SEARS FORMAT,MORRISVILLE - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,12/15/2013,12/15/2013,11/18/1998,D334 CLOSED HARDW,1,HARDWARE STORES,Philadelphia, PA,40.2059,-74.8024,5923,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
59597,CPD,8501,8501,WOOD DALE,IL,60191,?,70002,SEARS FORMAT,WOOD DALE - IPDC,INDUSTRIAL/   SPRY E,SPRY E.A.,1/1/1900,1/1/1900,9/1/1999,SPRY E.A.,316,COMMERCIAL PRD,Chicago, IL,0,0,59597,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6230,SAC,79072,78541,TOLEDO,OH,43606,1413,70002,SEARS FORMAT,TOLEDO-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,9/28/1960,CLEVELAND 541,1,SEARS AUTO CENTERS,Toledo, OH,41.679,-83.6261,6230,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
3887,DLR,79603,78371,HARTSVILLE,SC,29550,5784,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,10/3/1999,D371 SAVANNAH,1,AUTH HOMETOWN STORES,Myrtle Beach et al, SC,34.3621,-80.0671,3887,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
3965,DLR,79288,78200,MORGANTON,NC,28655,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED DEA/   DEALER,R9288 CLOSED REGION,3/27/2012,3/27/2012,4/17/1997,HOMETOWN STR ROLLUP,1,AUTH HOMETOWN STORES,Charlotte, NC,35.7416,-81.6984,3965,CLOSED,5/15/2014 08:56:37,PNADIGE,3/5/2016 15:58:23,MAPMPS_PROD_BCH,,
4499,INT,9044,58990,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,SEARS CARD/AOL ON-LINE,INTERNET V/   NORKUS,NORKUS TINA,1/1/1900,1/1/1900,11/14/2000,NORKUS TINA,1,SEARS ON LINE,Chicago, IL,0,0,9309,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8575,DIO,88983,58983,LAS VEGAS,NV,89030,?,70002,SEARS FORMAT,LAS VEGAS NV TGI WHSE,D9060 TGI /   D9060,D983 GREAT INDOOR,2/25/2013,2/25/2013,3/15/2002,GUZDZIOL JAMES,1,INSTALLATION OFFICES,Las Vegas, NV,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,11/19/2016 09:44:11,MAPMPS_PROD_BCH,,
4169,KMB,40525,40558,MASSILLON,OH,44646,5098,70001,KMART FORMAT,MASSILLON OH,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,12/1/1966,Cleveland OH,2,KMART BIG K STORES,Cleveland et al, OH,40.7986,-81.4861,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
5946,DLR,79029,78388,GEORGETOWN,TX,78626,4349,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,4/29/1997,D388 HOUSTON,1,AUTH HOMETOWN STORES,Austin, TX,30.6525,-97.673,3616,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
6741,DLR,79577,78212,MONTICELLO,KY,42633,2046,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CENTRAL RE/HOMETOWN,R9039 CENTRAL REG,1/1/1900,1/1/1900,10/3/1999,D212 NASHVILLE, TN,1,AUTH HOMETOWN STORES,Lexington, KY,36.8644,-84.8275,3874,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,
6909,SAC,79086,78546,SAN BRUNO,CA,94066,?,70002,SEARS FORMAT,SAN BRUNO-SAC,WEST      /SAC - REG,WEST REGION 9086,1/1/1900,1/1/1900,10/29/1970,SAN FRANCISCO,1,SEARS AUTO CENTERS,San Francisco et al, CA,37.6374,-122.4188,6909,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7582,KMB,40523,40534,LEWISBURG,WV,24901,1574,70001,KMART FORMAT,LEWISBURG WV,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,5/3/1993,C  HUDSON/ROANOKE,2,KMART BIG K STORES,Bluefield et al, WV,37.7888,-80.4537,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
70022,EIS,70002,70003,SAC PLAN - HE,IL,60179,3333,70004,ACCTG FORMAT,SAC PLAN - HE IL,PLAN DIVIS/PLAN DIVI,PLAN REGION,1/1/1900,1/1/1900,2/19/2008,PLAN DISTRICT,4,EIS PLANNING BUS FMT,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4781,KMB,40760,40745,MACOMB,IL,61455,2525,70001,KMART FORMAT,MACOMB IL,CLOSED STO/   -     ,2016 CLOSED RM,1/1/1900,12/11/2016,5/18/1992,2016 WAVE3 CLS DM,2,KMART BIG K STORES,Quincy et al, IL-MO-IA,40.4567,-90.6533,?,CLOSING,5/15/2014 08:56:37,PNADIGE,10/12/2016 09:25:57,MAPMPS_PROD_BCH,,
6085,SAC,79073,78573,PANAMA CITY,FL,32405,5302,70002,SEARS FORMAT,PANAMA CITY-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,7/28/1976,JACKSONVILLE 573,1,SEARS AUTO CENTERS,Panama City, FL,30.1858,-85.6482,6085,OPEN,5/15/2014 08:56:37,PNADIGE,2/21/2015 09:51:40,MOKSHA_PROD_BCH,,
3862,KMB,40525,40960,BOHEMIA,NY,11716,4615,70001,KMART FORMAT,BOHEMIA NY,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,5/14/1991,New York NY,2,KMART BIG K STORES,New York, NY,40.7641,-73.0945,?,OPEN,5/15/2014 08:56:37,PNADIGE,7/2/2016 10:42:18,MAPMPS_PROD_BCH,,
9063,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,ONTARIO CS CROSS DOCK,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,2/19/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4985,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
6413,SAC,79073,78574,FAYETTEVILLE,NC,28303,7244,70002,SEARS FORMAT,FAYETTEVILLE-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,2/26/1975,RICHMOND 574,1,SEARS AUTO CENTERS,Raleigh et al, NC,35.0727,-78.9622,6413,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
34265,MSC,74403,73403,EDGEWATER,MD,21037,2714,70002,SEARS FORMAT,065 SGP 07713 EDGEWATER,MD,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Baltimore, MD,0,0,?,CLOSED,5/30/2015 07:35:18,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
5801,FLS,79297,78297,MIDDLESBORO,KY,40965,?,70002,SEARS FORMAT,MIDDLESBORO - C,CLOSED REG/   CLOSED,R9025 CLOSED REGI,3/11/2012,3/11/2012,7/3/1987,D297 CLOSED FLS D,1,FULL LINE STORES,Knoxville, TN,36.6179,-83.7062,3336,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8981,SVC,79890,73232,TULSA,OK,74146,6502,70002,SEARS FORMAT,,WEST DIVIS/PR REPAIR,R890 WEST REGION,1/1/1900,1/1/1900,1/1/2004,D890 WEST ASA,660,SERVICE CENTRALS,Tulsa, OK,0,0,7003,OPEN,5/15/2014 08:56:37,PNADIGE,8/24/2016 07:38:32,MAPMPS_PROD_BCH,,
6436,SAC,79073,78583,JONESBORO,AR,72401,5218,70002,SEARS FORMAT,JONESBORO-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,10/19/1967,MEMPHIS 583,1,SEARS AUTO CENTERS,Jonesboro, AR,35.8223,-90.6796,6436,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
3881,KMB,40512,40943,BLYTHE,CA,92225,1479,70001,KMART FORMAT,BLYTHE CA,SOUTH WEST/D MARSELL,D MARSELLA/SO WEST,1/1/1900,1/1/1900,5/24/1993,J  MATTHEWS/PHOEN AZ,2,KMART BIG K STORES,Los Angeles, CA,33.6111,-114.6138,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
3269,KMB,40523,40601,LANTANA,FL,33462,5409,70001,KMART FORMAT,LANTANA FL,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,2/26/1976,Miami FL,2,KMART BIG K STORES,W. Palm Beach et al, FL,26.5745,-80.0556,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
8306,SVC,78820,58811,HACKENSACK,NJ,7601,6302,70002,SEARS FORMAT,HACKENSACK -SERVICE BRANC,NORTH REGI/R820 NORT,D820 NORTH,1/1/1900,1/1/1900,4/4/2005,KEATING RICHARD,660,SERVICE CENTRALS,New York, NY,0,0,8306,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4657,OUT,79069,78942,LAFAYETTE,LA,70501,?,70002,SEARS FORMAT,LAFAYETTE - OUTLET,RETAIL OUT/FIELD ROL,CENTRL RGN-OUTLET,1/1/1900,1/1/1900,12/18/2014,KANSAS CITY-OUTLET,1,OUTLET STORES,Lafayette, LA,30.2492,-92.0154,4657,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
1618,FLS,79236,78136,MODESTO,CA,95356,559,70002,SEARS FORMAT,MODESTO - A,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,3/3/1977,SAN FRANCISCO 136,1,FULL LINE STORES,Sacramento et al, CA,37.6888,-121.0519,1618,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
-1,SAC,79011,78533,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,NATIONAL -ALL SAC,CENTRAL   /SAC - REG,CENTRAL REGION 9011,1/1/1900,1/1/1900,3/23/2007,  ,   ,SEARS AUTO CENTERS,Chicago, IL,42.0788,-88.2149,-1,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7492,SVC,79846,78034,BURNSVILLE,MN,55306,4925,70002,SEARS FORMAT,BURNSVILLE - BRANCH,OTC DIVISI/OTC DIVIS,OTC REGION,1/1/1900,1/1/1900,1/2/1994,NORTH EMBEDDED DIST,660,SERVICE CENTRALS,Minneapolis-St. Paul, MN,0,0,7492,OPEN,5/15/2014 08:56:37,PNADIGE,7/30/2016 11:46:00,MAPMPS_PROD_BCH,,
4737,FLS,79055,78330,KEARNY,NJ,7032,?,70002,SEARS FORMAT,KEARNY - D,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,7/23/2006,KSR DISTRICT D330,1,FULL LINE STORES,New York, NY,0,0,5078,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2642,FLS,79297,78297,MIDLAND,MI,48642,7805,70002,SEARS FORMAT,MIDLAND - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,7/17/2016,7/17/2016,10/9/1991,D297 CLOSED FLS D,1,FULL LINE STORES,Flint-Saginaw et al, MI,43.6577,-84.2424,2642,CLOSED,5/15/2014 08:56:37,PNADIGE,7/31/2016 11:14:48,MAPMPS_PROD_BCH,,
9267,KMB,40760,40743,ARTESIA,NM,88210,3702,70001,KMART FORMAT,ARTESIA NM,CLOSED STO/   -     ,2016 CLOSED RM,8/7/2016,8/7/2016,11/1/1979,2016 CLOSED DM,2,KMART BIG K STORES,Albuquerque-Santa Fe, NM,32.8413,-104.4273,?,CLOSED,5/15/2014 08:56:37,PNADIGE,8/28/2016 07:34:25,MAPMPS_PROD_BCH,,
6863,DLR,79603,78376,EDENTON,NC,27932,1931,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,1/11/2012,D376 GREENVILLE NC,1,AUTH HOMETOWN STORES,Norfolk et al, VA,36.0596,-76.6089,6863,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
39430,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,LE-GIFT CARD,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,4/7/2014,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36957,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,GENCO - B2C - WOODLAND,CA,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,8/30/2011,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,36957,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,
2638,SAC,79074,78791,MUSKEGON,MI,49444,8765,70002,SEARS FORMAT,MUSKEGON-SAC,SOUTH CENT/SAC - REG,CENTRAL REG 9074,1/1/1900,1/1/1900,8/5/2001,GRAND RAPIDS 791,1,SEARS AUTO CENTERS,Grand Rapids et al, MI,43.1525,-86.2011,2638,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
1967,FLS,79055,78330,HIRAM,GA,30141,?,70002,SEARS FORMAT,HIRAM - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/6/2013,12/6/2013,6/8/2005,KSR DISTRICT D330,1,FULL LINE STORES,Atlanta, GA,0,0,1967,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54682,MSC,74246,73267,HOFFMAN EST,IL,60179,3333,70002,SEARS FORMAT,SERV SMART MODEL D HOMETOWNE,SERVICE CO/   SERVIC,RCONT SERVICE CON,1/1/1900,1/1/1900,3/24/2010,SMP SVC CONT DIST,999,MISCELLANOUS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9305,INT,74289,73289,NAPERVILLE,IL,60563,9744,70002,SEARS FORMAT,NAPERVILLE-SYW.COM,ONLINE STR/FLS ONLIN,ONLINE REGION,1/1/1900,1/1/1900,2/26/2014,Online District,1,SEARS ON LINE,Chicago, IL,0,0,9305,OPEN,5/15/2014 08:56:37,PNADIGE,8/10/2015 17:34:58,MELANGO,,
4272,KMB,40511,40591,BISMARCK,ND,58503,695,70001,KMART FORMAT,BISMARCK ND,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,10/7/1971,Northwest SI,2,KMART BIG K STORES,Minot et al, ND,46.8355,-100.7698,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
5359,DLR,79280,78280,BAKERSFIELD,CA,93309,6709,70002,SEARS FORMAT,BAKERSFIELD - OSH HAS,CLOSED HAS/CLOSED HA,CLOSED HAS STR REG,8/26/2013,8/26/2013,9/28/1997,CLOSED HAS STR DIST,1,AUTH HOMETOWN STORES,Bakersfield, CA,35.3339,-119.0731,5359,CLOSED,3/2/2016 10:49:47,MAPMPS_PROD_BCH,?,?,,
4880,KMB,40760,40750,PRESCOTT VALLEY,AZ,86314,2214,70001,KMART FORMAT,PRESCOTT VALLEY AZ,CLOSED STO/   -     ,2016 CLOSED RM,4/10/2016,4/10/2016,6/29/1992,2016 WAVE1 CLS DM,2,KMART BIG K STORES,Phoenix et al, AZ,34.5877,-112.333,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/1/2016 10:10:13,MAPMPS_PROD_BCH,,
7736,KMB,40511,40555,KENTON,OH,43326,1679,70001,KMART FORMAT,KENTON OH,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,2/2/1995,R  KURTZ/W CEN OHIO,2,KMART BIG K STORES,Columbus, OH,40.6545,-83.5893,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
35611,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SUPPLY CHAIN,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/22/2014,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,35611,OPEN,5/15/2014 08:56:37,PNADIGE,12/24/2014 13:07:28,MOKSHA_PROD_BCH,,
7128,SVC,79842,78033,VICTORVILLE,CA,92392,?,70002,SEARS FORMAT,VICTORVILLE - BRANCH,OTC SLS DI/OTC DIV,OTC RGN,2/15/2014,2/15/2014,1/1/1987,CENTRAL CA/LA NORTH,660,SERVICE CENTRALS,Los Angeles, CA,0,0,7128,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1250,FLS,79232,78172,LINCOLN PARK,MI,48146,2250,70002,SEARS FORMAT,LINCOLN PARK-A,NORTHWEST /FLS - REG,NORTHWEST,1/1/1900,1/1/1900,8/6/1956,DETROIT 172,1,FULL LINE STORES,Detroit, MI,42.257,-83.1948,1250,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
6144,SAC,79072,78562,HANOVER,MA,2339,?,70002,SEARS FORMAT,HANOVER-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,2/17/1975,BOSTON/COMBO 562,1,SEARS AUTO CENTERS,Boston et al, MA-NH,42.1469,-70.8404,6144,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
7496,SVC,79403,73219,MAYAGUEZ,PR,680,?,70002,SEARS FORMAT,MAYAGUEZ - BRANCH,SOUTH DIVI/PR REPAIR,T79403 SOUTH TERR,1/1/1900,1/1/1900,1/1/1987,D8935 SAN JUAN,660,SERVICE CENTRALS,NON-US,0,0,7496,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,,
3702,DLR,79577,78120,AUSTIN,MN,55912,1888,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CENTRAL RE/HOMETOWN,R9039 CENTRAL REG,1/1/1900,1/1/1900,11/26/1999,D120 DES MOINES,1,AUTH HOMETOWN STORES,Rochester et al, MN-IA,43.6859,-92.9903,3702,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
6453,SAC,79072,78562,DEDHAM,MA,2026,1885,70002,SEARS FORMAT,DEDHAM-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,4/26/1967,BOSTON/COMBO 562,1,SEARS AUTO CENTERS,Boston et al, MA-NH,42.2539,-71.1689,6453,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
9734,SVC,74271,73271,GREENSBORO,NC,27410,8167,70002,SEARS FORMAT,GREENSBORO - HVAC,SHIP REPAI/SHIP REPA,SHIP REPAIR,1/1/1900,1/1/1900,8/23/2010,SHIP REPAIR,660,SERVICE CENTRALS,Greensboro et al, NC,0,0,9734,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3290,DLR,79528,78108,REXBURG,ID,83440,3566,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,4/15/1997,D108 SALT LAKE CI,1,AUTH HOMETOWN STORES,Idaho Falls et al, ID-WY,43.8348,-111.7773,3290,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3208,DLR,79528,78109,DURANGO,CO,81301,6898,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,6/1/1993,D109 PHOENIX,1,AUTH HOMETOWN STORES,Albuquerque-Santa Fe, NM,37.2427,-107.8712,3208,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
2558,GRD,40698,40707,SAINT CHARLES,IL,60174,2494,70001,KMART FORMAT,SAINT CHARLES IL,CLOSED STO/   -     ,2008 CLOSED RM,10/31/2008,10/31/2008,9/2/2008,2013 - Closed Stores,1,SEARS GRANDS,Chicago, IL,0,0,2558,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36919,MSC,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,MANAGE MY HOME,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,8/16/2006,OVERHEAD DIST,999,MISCELLANOUS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5471,HDW,79041,78302,GERMANTOWN,WI,53022,?,70002,SEARS FORMAT,GERMANTOWN - HDWR,HARDWARE  /FIELD,APPLIANCE & HARDWARE,1/1/1900,1/1/1900,9/25/1996,D302 S CHIC/WI/IN,1,HARDWARE STORES,Milwaukee, WI,43.1935,-88.1408,5471,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
7593,OUT,79034,78944,CHESAPEAKE,VA,23320,4424,70002,SEARS FORMAT,CHESAPEAKE - OUTLET,RETAIL OUT/FIELD ROL,EAST REGION-OUTLET,1/1/1900,1/1/1900,11/7/2007,RICHMOND-OUTLET,1,OUTLET STORES,Norfolk et al, VA,36.7856,-76.2582,7593,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
33144,LES,74354,73354,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,991LEI,INTERNATIO/DIVISION,DISTRIBUTION RGN,6/16/2014,6/16/2014,3/7/2008,INTERNATIONAL DIST,701,LANDS END STORES,Chicago, IL,0,0,641090,CLOSED,5/15/2014 08:56:37,PNADIGE,7/6/2014 16:01:13,MOKSHA_PROD_BCH,,
3921,DLR,79029,78216,ROBINSON,IL,62454,3700,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,10/15/1997,D216 ST. LOUIS,1,AUTH HOMETOWN STORES,Terre Haute, IN,39.0058,-87.7204,3921,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
34246,MSC,74403,73403,FARMINGTON,NM,87402,7698,70002,SEARS FORMAT,046 SGP 07035 FARMINGTON,NM,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Albuquerque-Santa Fe, NM,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
7248,HDW,74407,73407,SAN JOSE,CA,95119,1208,70002,SEARS FORMAT,SAN JOSE-ORCH CORPORATE O,Overhead  /OHD 6,OVERHEAD RGN,12/31/2011,12/31/2011,3/23/1998,OVERHEAD DIST,1,HARDWARE STORES,San Francisco et al, CA,0,0,5057,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
