SHC_LOCN_NBR,NATL_NBR,SLL_FMT,VP_OVRHD_NBR,RGN_OVRHD_NBR,DM_OVRHD_NBR,LOCN_NBR,LOCN_LVL,FORMAT_TYPE,FORMAT_SUB_TYPE,STR_FMT,ORIG_FACILITY_NBR,ORIG_FACILITY_NBR_INT,AMMC_OVRHD_NBR,AMMC_MGR_NM,RPT_STR_NBR,LOCN_CTY,LOCN_ST_CD,ZIP_CD,ZIP_PLS_4,LOCN_OPN_DT,LOCN_CLS_DT,SHC_LOCN_DESC,NATL_DESC,SLL_FMT_DESC,VP_RGN_NM,RGN_MGR_NM,DM_MGR_NM,LOCN_NM,FMT_TYPE_MOD_CD,STR_TYPE_IND,CRM_FMT_SUB_TYPE,CLIM_ZN_NBR,MERCH_AREA_NBR,MERCH_AREA_NM,SRS_UNIT_LOCN_NBR,STR_OPER_CD,STR_OPER_DESC,LFSTY_CLS_CD,LOCN_CLS_CD
100000,70001,230,38353,40760,40743,7236,50,002,2B,KMB,       ,?,40702,B  MORALES/SOUTH WES,7236,GLENDALE,AZ,85308,8402,4/21/1994,2/21/2016,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2016 CLOSED RM,2016 CLOSED DM,GLENDALE AZ,  ,2,2B,3,20,DESERT/SOUTHWEST,1360,6,CLOSED FOR PROFIT,2,2
100000,70002,150,80528,79528,78109,5720,50,001,O ,DLR,0003238,3238,0,,5720,SHOW LOW,AZ,85901,7713,4/15/1995,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,R9037 WEST/HOMETOWN,R9037 WEST REG,D109 PHOENIX,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,20,DESERT/SOUTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,120,80074,79074,78567,6927,50,001,N1,SAC,0006927,6927,0,,1040,EAU CLAIRE,WI,54701,?,10/12/1996,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTH CENT/SAC - REG,CENTRAL REG 9074,MINNEAPOLIS 567,EAU CLAIRE-SAC,  ,?,N1,?,9,ARCTIC,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75407,74407,73407,37006,50,450,J ,APO,0037006,37006,0,,37006,HOFFMAN ESTATES,IL,60179,3333,8/3/2012,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,SHO REV-KENMORE UPCHARGE VARIABLE,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,150,80603,79603,78375,3316,50,001,O ,DLR,0003316,3316,0,,3316,VIDALIA,GA,30474,8847,7/17/1995,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D375 JACKSONVILLE,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,5,DEEP SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38353,40704,40710,4723,50,002,2B,KMB,       ,?,40703,   UNASSIGNED,4723,PENSACOLA,FL,32504,8618,8/5/1991,8/14/2011,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2011 CLOSED RM,2011 CLOSED DM,PENSACOLA FL,  ,?,2B,?,5,DEEP SOUTH,1789,6,CLOSED FOR PROFIT,2,2
100000,70002,210,80831,79831,74131,7240,50,660,B ,SVC,0007063,7063,0,,7240,WATERBURY,CT,06706,1903,3/1/1988,10/23/2005,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,CLOSED PROD REPAIR,WATERBURY - BRANCH,  ,?,B ,?,7,NORTH CENTRAL,0,6,CLOSED FOR PROFIT,0,0
100000,70002,200,74262,73262,8551,59701,50,316,  ,CPD,0059701,59701,0,,59701,GAINESVILLE,GA,30501,?,11/1/1991,?,SHC NATIONAL LOCATION,SEARS FORMAT,INSTALLATION OFFICES,COMM SALES/CS NATL A,CS NATL ACCTS DIST,ZISH TROCKI,GAINSVILLE - CPDC,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70001,230,38407,40525,40558,7209,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,7209,EAST LIVERPOOL,OH,43920,9633,3/27/1980,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,K  STERK/CLEVELAND,EAST LIVERPOOL OH,  ,B,2B,1,2,NORTH EAST,5493,1,OPEN FOR PROFIT,2,2
100000,70002,260,75407,74407,73407,36985,50,700,  ,HDQ,       ,?,0,,36985,HOFFMAN ESTATES,IL,60179,3333,12/14/2011,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,TOYS FINANCE,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75732,74732,73105,5638,50,001,K ,HDW,0005638,5638,0,,5638,SAN LEANDRO,CA,94578,4127,10/1/1997,12/31/2011,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RORCR     /   ORCHAR,RORCR ORCHARD - R,D303 OSH DISTRICT,SAN LEANDRO - OSH,  ,?,K ,?,18,CENTRAL WEST COAST,0,6,CLOSED FOR PROFIT,0,0
100000,70001,230,38368,40511,40911,4332,50,002,2A,KMA,       ,?,40717,D  HORN/NORTH WEST,4332,COLORADO SPRINGS,CO,80907,5323,10/23/1969,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,TBD/CO SPRING,COLORADO SPRINGS CO,  ,2,2A,2,17,MOUNTAIN STATES,1607,1,OPEN FOR PROFIT,2,2
100000,70002,100,80055,79055,78330,4744,50,001,D ,FLS,0005038,5038,0,,3438,AVENEL,NJ,07001,?,10/28/2006,12/13/2013,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,AVENEL - D,  ,E,DK,?,2,NORTH EAST,0,6,CLOSED FOR PROFIT,0,0
100000,70001,230,38407,40525,40558,9676,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,9676,STREETSBORO,OH,44241,5669,8/20/1981,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,K  STERK/CLEVELAND,STREETSBORO OH,  ,B,2B,1,7,NORTH CENTRAL,5704,1,OPEN FOR PROFIT,2,3
100000,70001,230,38368,40511,40579,7127,50,002,2B,KMB,       ,?,40717,D  HORN/NORTH WEST,7127,LA PORTE,IN,46350,4672,10/14/1976,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,B  THORPE/NW INDIANA,LA PORTE IN,  ,B,2B,1,7,NORTH CENTRAL,2408,1,OPEN FOR PROFIT,2,3
100000,70002,150,80080,79080,78370,4651,50,001,O ,DLR,0004651,4651,0,,4651,POTTSTOWN,PA,19464,6441,4/25/2013,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,HOME APPL /SHOWROOMS,HA SHOWROOMS,D370 MID ATLANTIC,POTTSTOWN - HAS,  ,?,O ,?,2,NORTH EAST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38353,40731,40739,3821,50,002,2B,KMB,       ,?,40717,D  HORN/NORTH WEST,3821,PETOSKEY,MI,49770,8720,11/8/1990,5/25/2014,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2014 CLOSED RM,2014 WAVE4 CLS DM,PETOSKEY MI,  ,2,2B,?,9,ARCTIC,2964,6,CLOSED FOR PROFIT,2,3
100000,70002,260,75407,74407,73407,54443,50,999,  ,MSC,0490065,490065,0,,54443,HOFFMAN EST,IL,60179,?,11/20/2000,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,NAI HQ PROP-DICKINSON TN-,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,210,75246,74246,73255,54868,50,999,  ,MSC,0054868,54868,0,,54868,HOFFMAN ESTATES,IL,60179,3333,1/31/2008,12/8/2015,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SERVICE CO/   SERVIC,RCONT SERVICE CON,DAFTO SC MRA,MRA PROJECT(WI),  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70001,230,38353,40729,40721,7554,50,002,2B,KMB,       ,?,40714,   UNASSIGNED,7554,HOWELL,NJ,07731,3771,10/6/1983,10/13/2013,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2013 CLOSED RM,2013 CLOSED DM,HOWELL NJ,  ,?,2B,?,2,NORTH EAST,5069,6,CLOSED FOR PROFIT,1,2
100000,70003,250,38830,9033,8560,8797,50,450,17,DST,0008797,8797,0,,?,CITY INDUSTRY,CA,91744,?,11/1/1995,5/30/2014,SHC NATIONAL LOCATION,DISTR FORMAT,DISTRIBUTION CENTERS,DC STORE ROLLUP-TOP LEVEL,,,CITY OF INDUSTRY (SEREC) TPW-SEARS,  ,?,17,?,7,NORTH CENTRAL,0,3,UNDEFINED,0,0
100000,70001,230,38353,40731,40736,4031,50,002,2B,KMB,       ,?,40713,   UNASSIGNED,4031,BLOOMINGTON,IL,61701,3511,9/20/1962,1/11/2015,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2014 CLOSED RM,2014 WAVE6 CLS DM,BLOOMINGTON IL,  ,2,2B,1,10,NORTH MIDWEST,2214,6,CLOSED FOR PROFIT,2,2
100000,70001,230,38353,40700,40709,7381,50,002,2B,KMB,       ,?,40716,   UNASSIGNED,7381,WADSWORTH,OH,44281,9465,10/29/1980,5/9/2010,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2010 CLOSED RM,2010 CLOSED DM,WADSWORTH OH,  ,?,2B,?,7,NORTH CENTRAL,5712,6,CLOSED FOR PROFIT,2,2
100000,70002,260,75410,74410,73410,5352,50,001,Z ,ONS,0005352,5352,0,,5352,ROHNERT PARK,CA,94928,6307,11/12/2010,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Builder   /   Distri,BUILDER DSTRIB RM,BUILDER DSTRIB DM,ROHNERT PARK WAREHOUSE,  ,?,Z ,?,18,CENTRAL WEST COAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,80940,79069,78949,9062,50,001,L ,OUT,0009062,9062,0,,9062,NOVI,MI,48377,2613,9/26/2012,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RETAIL OUT/FIELD ROL,CENTRL RGN-OUTLET,LIVONIA-OUTLET,NOVI - OUTLET,  ,?,L ,?,7,NORTH CENTRAL,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75334,74334,73334,12000,50,450,J ,APO,0012000,12000,0,,12000,HOFFMAN ESTATES,IL,60179,3333,6/10/2008,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RESBU     /   ESSENT,RESBU ESSENTIALS,DESBU ESSENTIALS,,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,100,80236,79236,78186,1847,50,001,A ,FLS,0001847,1847,0,,1847,AUSTIN,TX,78753,?,9/5/2005,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHWEST /FLS - REG,SOUTHWEST,DALLAS 186,AUSTIN - A,  ,E,A ,3,12,SOUTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,80830,79402,73195,24049,50,450,J ,APO,0024049,24049,0,,24049,CINCINNATI,OH,45242,?,1/1/2012,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,T79402 HEARTLAND TER,D4766 LOUISVILLE,HPS JEFFERSONTOWN SRV BR CH,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70001,230,38361,40523,40542,3808,50,002,2B,KMB,       ,?,40705,J  SMITH/SOUTH EAST,3808,STATESVILLE,NC,28625,4302,5/17/1990,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,B  FORSYTHE/CHARLOTT,STATESVILLE NC,  ,B,2B,3,4,SOUTH,4821,1,OPEN FOR PROFIT,2,3
100000,70002,150,80087,79087,78208,15628,50,999,  ,MSC,       ,?,0,,15628,HOFFMAN ESTATES,IL,60179,3333,9/14/2011,12/5/2014,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,HTS SEARS /INSIDE DI,HTS SEARS INSIDE REG,D208 OSH SOUTH,SAND CITY(CA)HAS - ALT UNIT,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75407,74407,73407,36802,50,450,J ,APO,0036802,36802,0,,36802,HOFFMAN ESTATES,IL,60179,3333,1/21/2015,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,SEARS OPER,LLC,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75407,74407,73407,37004,50,450,J ,APO,0037004,37004,0,,37004,HOFFMAN ESTATES,IL,60179,3333,8/3/2012,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,SHO REV-CRAFTSMAN UPCHARGE,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
